#Ejercicio,Org.,Econ.,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2015,,11300,Impuesto Bienes Inmuebles Naturaleza Urbana. Padrón (recibos),0,0,0,0
2015,,11301,Impuesto Bienes Inmuebles Naturleza Urbana. Liquidaciones,0,0,0,0
2015,,11500,Impuesto  Vehículos de Tracción Mecánica,0,0,0,0
2015,,13000,Impuesto sobre Actividades Económicas,0,0,0,0
2015,,29000,"Impuesto sobre construcciones, instalaciones y obras",0,0,0,0
2015,,30200,Servicio recogida de basuras,0,0,0,0
2015,,31200,Servicios educativos. Casa de niños,0,0,0,0
2015,,31300,Servicios deportivos. Escuelas Municipales Deportivas jóvenes y adultos,0,0,0,0
2015,,31301,Servicios  deportivos. Escuellas Municipales Deportivas infantiles,0,0,0,0
2015,,31307,Matrículas Deportes,0,0,0,0
2015,,31400,Tasas Actividades Juventud,0,0,0,0
2015,,31603,Tasa Actividades Infancia,0,0,0,0
2015,,31706,Tasas Escuela de Música,0,0,0,0
2015,,32100,Tasa Licencias urbanísticas por obras,0,0,0,0
2015,,32102,Tasas Licencia de apertura de establecimientos y actividad,0,0,0,0
2015,,32500,Expedición de documentos. Tarjeta Activa,0,0,0,0
2015,,32700,Tasas animales domésticos,0,0,0,0
2015,,33300,Tasas  utilización privativa  dominio público.- Otras empresas  telecom.,0,0,0,0
2015,,33400,Ocupación de vía pública,0,0,0,0
2015,,34202,Precio Público Clases de Inglés,0,0,0,0
2015,,39120,Multas por infracciones de la Ordenanza de circulación,0,0,0,0
2015,,39210,Recargo ejecutivo,0,0,0,0
2015,,39211,Recargo de apremio,0,0,0,0
2015,,39300,Intereses de demora,0,0,0,0
2015,,39901,Anuncios a cargo de particulares,0,0,0,0
2015,,39907,Otros ingresos diversos,0,0,0,0
2015,,42000,Participación en los Tributos del Estado,0,0,0,0
2015,,45052,SUBVENCION PERSONAL INEM,0,0,0,0
2015,,45089,Cursos de Formación Profesional para el Empleo,0,0,0,0
2015,,45090,Subvención Peograma de Insercción Laboral,0,0,0,0
2016,,11300,Impuesto Bienes Inmuebles Naturaleza Urbana. Padrón (recibos),0,0,0,0
2016,,11301,Impuesto Bienes Inmuebles Naturleza Urbana. Liquidaciones,0,0,0,0
2016,,11500,Impuesto  Vehículos de Tracción Mecánica,0,0,0,0
2016,,11600,Impuesto  Incremento del Valor de los Terrenos de Naturaleza Urbana,0,0,0,0
2016,,13000,Impuesto sobre Actividades Económicas,0,0,0,0
2016,,29000,"Impuesto sobre construcciones, instalaciones y obras",0,0,0,0
2016,,30200,Servicio recogida de basuras,0,0,0,0
2016,,31200,Servicios educativos. Casa de niños,0,0,0,0
2016,,31300,Servicios deportivos. Escuelas Municipales Deportivas jóvenes y adultos,0,0,0,0
2016,,31301,Servicios  deportivos. Escuellas Municipales Deportivas infantiles,0,0,0,0
2016,,31307,Matrículas Deportes,0,0,0,0
2016,,31603,Tasa Actividades Infancia,0,0,0,0
2016,,31706,Tasas Escuela de Música,0,0,0,0
2016,,32100,Tasa Licencias urbanísticas por obras,0,0,0,0
2016,,32102,Tasas Licencia de apertura de establecimientos y actividad,0,0,0,0
2016,,32500,Expedición de documentos. Tarjeta Activa,0,0,0,0
2016,,32502,Expedición de documentos.Resto de conceptos,0,0,0,0
2016,,32700,Tasas animales domésticos,0,0,0,0
2016,,34201,Precio público Escuela de pintura,0,0,0,0
2016,,34202,Precio Público Clases de Inglés,0,0,0,0
2016,,34203,Clases de Aleman,0,0,0,0
2016,,34204,Educación en Valores a través del Deporte Alternativo,0,0,0,0
2016,,34902,Precios públicos baile moderno,0,0,0,0
2016,,34904,Danza española,0,0,0,0
2016,,39120,Multas por infracciones de la Ordenanza de circulación,0,0,0,0
