#Ejercicio,Org.,Econ.,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2016,,11200,Impuesto  Bienes Inmuebles. Bienes Inmuebles de Naturaleza Rústica,4467.56,0,4467.56,4475.7
2016,,11300,Impuesto Bienes Inmuebles Naturaleza Urbana. Padrón (recibos),12555232.87,0,12555232.87,11690971.41
2016,,11301,Impuesto Bienes Inmuebles Naturleza Urbana. Liquidaciones,8000,0,8000,0
2016,,11400,Impuesto Bienes Inmuebles. Bienes Inmuebles de características especiales,37793.44,0,37793.44,45456.04
2016,,11500,Impuesto  Vehículos de Tracción Mecánica,1044069.31,0,1044069.31,1103627.34
2016,,11600,Impuesto  Incremento del Valor de los Terrenos de Naturaleza Urbana,999618.91,0,999618.91,4481221.95
2016,,13000,Impuesto sobre Actividades Económicas,531727.75,0,531727.75,376786.87
2016,,29000,"Impuesto sobre construcciones, instalaciones y obras",1787234,0,1787234,2109872.22
2016,,30200,Servicio recogida de basuras,0,0,0,21664
2016,,30500,Cementerios,12000,0,12000,3809.5
2016,,31200,Servicios educativos. Casa de niños,28238.57,0,28238.57,26604
2016,,31300,Servicios deportivos. Escuelas Municipales Deportivas jóvenes y adultos,74400.33,0,74400.33,55810.8
2016,,31301,Servicios  deportivos. Escuellas Municipales Deportivas infantiles,284611.21,0,284611.21,271505.16
2016,,31302,Entradas y bonos piscina aire libre,22055.3,0,22055.3,23557
2016,,31303,Alquiler pistas C.D. La Dehesa,16831.8,0,16831.8,13093.55
2016,,31304,Aquiler Pistas C.D. Los Mosquitos,20172.63,0,20172.63,13855.2
2016,,31305,Competición Fútbol sala,1400,0,1400,0
2016,,31306,Competición Fútbol Siete,2000,0,2000,0
2016,,31307,Matrículas Deportes,24159.5,0,24159.5,34354.25
2016,,31500,Tasas Actividades Mujer,4185.75,0,4185.75,0
2016,,31601,Tasas Actividades infancia-Ludoteca,1398.6,0,1398.6,860.4
2016,,31603,Tasa Actividades Infancia,85177.95,0,85177.95,29151.3
2016,,31702,Tasas Talleres de Cultura-Historia del Arte,1497.75,0,1497.75,0
2016,,31703,Tasas Talleres de Cultura-Ofimática,1967.95,0,1967.95,0
2016,,31705,Tasas entradas a Teatros,15493.75,0,15493.75,29174.7
2016,,31706,Tasas Escuela de Música,53247.75,0,53247.75,76972.8
2016,,32100,Tasa Licencias urbanísticas por obras,312765.96,0,312765.96,458429.66
2016,,32102,Tasas Licencia de apertura de establecimientos y actividad,84393.82,0,84393.82,155175.42
2016,,32200,Cedulas de habitabilidad y licencias de primera ocupación,167730,0,167730,0
2016,,32500,Expedición de documentos. Tarjeta Activa,109403.19,0,109403.19,141045.63
2016,,32502,Expedición de documentos.Resto de conceptos,6000,0,6000,8812.58
2016,,32600,Tasa  retirada de vehículos. Inmovilización,1080,0,1080,1800
2016,,32601,Tasa retirada de vehículos. Retirada  y enganche,3833.37,0,3833.37,7724
2016,,32602,Tasa  retirada de vehcículos.Depósito,25000,0,25000,47053.19
2016,,32700,Tasas animales domésticos,3525,0,3525,3163
2016,,33100,Tasa  entrada de vehículos (vados),49520.5,0,49520.5,54736.74
